id2.2013,typ_border,trust_natgov,trust_eu,eqi_2013,Competitiveness,Convergence,Cooperation,Multi.Objective,Less.Developed,Transition,More.Developed,unemployment_2013,education_2013,soc_idx,migration_2013,sgi_aggregated,agr_share,eu_id_positive,eu_id_neutral,eu_id_negative,eu_id_dk,eu_att_positive,eu_att_neutral,eu_att_negative,eu_att_dk,weight
DED5,0,0.3850555094217766,0.27326520023480916,0.00962399873523327,0,1,0,0,0,0,1,9.2,35.3,0.8956618870150718,0.4946721181523307,0.005618498132100546,0.02198542747343692,0.23255696616346608,0.5932401179915728,0.3876763711149377,0.007694899615702922,0.5507349582095948,0.4789158951297009,0.1755169959962714,0.01587836428637111,0.012214126374131622
DEE0,0,0.9522656297992054,0.5830197733464523,0.010411862897785956,0,1,1,0,0,1,0,9.1,25.7,1.9225543441917943,0.4335335034604219,0.01278368023024321,0.06391840115121604,0.4977298107035998,1.3895304598090445,0.8709576922083091,0.02056505080517386,1.2411286067014384,1.1116243678472357,0.40741033081601186,0.01834180206947939,0.027790609196180892
DK01,1,13.611893705403219,14.880799050822162,0.5069689566412279,1,0,1,0,0,0,1,7.4,47,25.389717392289462,2.2694372102817812,2.176172667393489,0.15544090481382064,12.646672015652447,12.379313659372675,5.732660569533706,0.3202082639164705,15.948236833897997,11.288118507579656,3.087056369602478,0.7585516154914447,0.3108818096276413
DK02,1,6.125957294959477,6.314448288650539,0.21000389490575744,1,0,1,0,0,1,0,6.8,28.8,11.357053597370644,0.43541419542635057,0.3730048274152403,0.39187277588371555,5.812779508941779,5.686509392268138,2.843254696134069,0.16836015556485553,7.452839645047701,4.952110782649027,1.5195955420379637,0.5878091638255732,0.14513806514211686
DK03,2,9.852439767441176,8.457802174789686,0.3609840242636037,1,0,1,0,0,0,1,7.2,28.6,17.08273591915035,0.27780281079428887,0.5427839533980721,0.8975167733353948,7.165175573794235,9.272203046433996,4.635033050867789,0.2948983683816297,10.50094624802412,7.137395292714806,3.1819106559438164,0.5449208980964897,0.21369446984176066
DK04,2,10.621177123244863,10.576922218564675,0.3997462190073811,1,0,1,0,0,0,1,6.5,33.5,18.611727649547248,0.5448663864224614,0.5085419606609641,0.862705111835564,8.09580639159374,11.376356093178977,3.0671437002364392,0.15664908609645767,10.590840386086594,8.138941647185518,3.3327660636173895,0.635677450826205,0.22702766100935895
DK05,1,4.595876050400239,4.23775583868074,0.18131308726417147,1,0,1,0,0,0,1,6.4,27.8,8.401070422685386,0.2787965848236301,0.22716758763406897,0.4956383730197868,3.7296787569738954,4.529928213412093,1.930924494889586,0.1332028127490677,4.881005394301109,3.4415889526561445,1.6263134114711755,0.37482651959621377,0.10325799437912225
EE00,1,NA,NA,0.131276,0,1,1,0,1,0,0,8.6,37.4,64.87,-2,-2.52,5,32.56,50.91,13.32,3.2,44.76,37.05,14.82,3.35,1
EL30,0,4.491726878922883,6.689805989885144,-0.3794029809879501,0,1,0,0,0,0,1,28.7,35.2,20.265047010531074,-4.207887967637756,0.9052263190884584,0.35360403089392906,8.002059219129615,11.686613221044354,15.374703263268033,0.28995530533302183,11.028909723581648,13.967359220310197,10.307557500558032,0.04596852401621078,0.35360403089392906
EL43,1,1.0224389163580299,0.4210042596768358,-0.037724098717036005,0,1,1,1,0,1,0,24.9,21.6,3.487358713300235,0.005773772704139462,-0.24942698081882478,1.1951709497568686,1.4434431760348654,2.586072794184065,1.6235848844040168,0.12009447224610081,2.0208204464488118,2.5260255580610145,1.2269266996296357,0,0.05773772704139462
