id2.2013,typ_border,typ_border.incl,trust_natgov,trust_eu,trust.incl,eqi_2013,eqi.incl,Competitiveness,Convergence,Cooperation,Multi.Objective,struct_2007.incl,Less.Developed,Transition,More.Developed,struct_2014.incl,unemployment_2013,unemp.incl,education_2013,edu.incl,soc_idx,soc_idx.incl,migration_2013,migration.incl,sgi_aggregated,sgi_aggregated.incl,agr_share,agr.incl,eu_id_positive,eu_id_neutral,eu_id_negative,eu_id_dk,eu_id.incl,eu_att_positive,eu_att_neutral,eu_att_negative,eu_att_dk,eu_att.incl
FR63,0,1,25,12.5,1,0.705953,1,1,0,0,1,1,0,1,0,1,6.9,1,27.8,1,69.55,1,0.3,1,-0.08,1,6,1,13.63,36.36,36.36,13.63,1,23.52,64.7,5.88,5.88,1
FR71,2,1,15.476190476190476,29.761904761904763,1,0.788318,1,1,0,1,1,1,0,0,1,1,8.4,1,34.4,1,69.6,1,3.4,1,6.77,1,2.8,1,34.28,41.71,22.28,1.71,1,53.64,33.85,10.41,2.08,1
FR81,2,1,10.526315789473683,21.052631578947366,1,0.517005,1,1,0,1,1,1,0,1,0,1,12.9,1,29,1,68.58,1,9.7,1,2.27,1,4.5,1,31.94,41.66,25,1.38,1,50.7,32.39,14.08,2.81,1
FR82,2,1,16.560509554140125,20.382165605095544,1,0.188156,1,1,0,1,1,1,0,0,1,1,10.8,1,33.3,1,67.72,1,1,1,5.66,1,2.5,1,30.86,37.03,31.48,0.61,1,47.3,34.73,15.56,2.39,1
HU10,1,1,36.64,33.92,1,-0.76416,1,1,1,1,1,1,0,0,1,1,8.7,1,33.2,1,59.42,1,6.3,1,2.34,1,1.1,1,33.61,38.17,25.33,2.87,1,54.16,30.61,14.12,1.09,1
HU22,1,1,31.01851851851852,47.68518518518518,1,-0.37443,0,0,1,1,1,1,1,0,0,1,7.7,1,17.8,1,57.83,1,3.9,1,-3.82,1,5,1,41.44,45.04,13.06,0.45,1,70.45,20.45,8.18,0.9,1
HU23,2,1,19.587628865979383,37.628865979381445,1,-0.37443,0,0,1,1,1,1,1,0,0,1,9.3,1,18.3,1,55.52,1,-3,1,-3.97,1,8.7,1,28.35,48.25,22.88,0.49,1,50.49,30.88,17.15,1.47,1
HU31,1,1,33.1858407079646,54.86725663716814,1,-0.57833,0,0,1,1,1,1,1,0,0,1,12.6,1,16.7,1,52.72,1,-5.9,1,-4.43,1,5.3,1,39.91,47.08,12.1,0.89,1,61.99,23.07,14.93,0,1
HU32,2,1,25.666666666666664,44.333333333333336,1,-0.57833,0,0,1,1,1,1,1,0,0,1,14.2,1,17.8,1,53.98,1,-2.2,1,-4.67,1,7.5,1,35.71,46.1,16.23,1.94,1,56.41,29.48,12.5,1.6,1
HU33,1,1,38.869257950530034,45.583038869257955,1,-0.57833,0,0,1,1,1,1,1,0,0,1,11,1,18.2,1,54.54,1,-1.8,1,-3.91,1,9.6,1,38.46,46.5,14.33,0.69,1,62.28,27.68,8.3,1.73,1
ITC1,2,1,15.467625899280577,33.63309352517986,0,-0.65223,1,1,0,1,0,1,0,0,1,1,10.5,1,15.9,1,57.07,1,17.5,1,2.1,1,2.7,1,47.14,37.85,13.21,1.78,1,50.27,30.56,15,4.15,1
ITC2,1,1,15.467625899280577,33.63309352517986,0,0.653076,1,1,0,1,0,1,0,0,1,1,8.3,1,16.1,1,59.65,1,7.6,1,-4.69,1,3.9,1,47.14,37.85,13.21,1.78,1,50.27,30.56,15,4.15,1
ITC3,1,1,15.467625899280577,33.63309352517986,0,-0.84814,1,1,0,1,0,1,0,0,1,1,9.8,1,20,1,58.87,1,23.8,1,1.63,1,2.2,1,47.14,37.85,13.21,1.78,1,50.27,30.56,15,4.15,1
ITC4,2,1,15.467625899280577,33.63309352517986,0,-0.54156,1,1,0,1,0,1,0,0,1,1,8,1,17.2,1,57.8,1,18.4,1,9.45,1,1.6,1,47.14,37.85,13.21,1.78,1,50.27,30.56,15,4.15,1
ITF1,2,1,12.380952380952381,24,0,-1.09685,1,1,0,0,0,1,0,1,0,1,11.3,1,17.5,1,61.05,1,18.9,1,-1.26,1,4.1,1,35.37,39.52,22.13,2.96,1,38.5,37.32,22.39,1.76,1
ITF2,2,1,12.380952380952381,24,0,-1.6609,1,1,0,0,0,1,0,1,0,1,15.6,1,16.7,1,58.22,1,8.5,1,-4.23,1,7.4,1,35.37,39.52,22.13,2.96,1,38.5,37.32,22.39,1.76,1
ITF3,0,1,12.380952380952381,24,0,-2.2421,1,0,1,0,0,1,1,0,0,1,21.5,1,14.3,1,49.72,1,17.1,1,2.12,1,4.2,1,35.37,39.52,22.13,2.96,1,38.5,37.32,22.39,1.76,1
ITF4,2,1,12.380952380952381,24,0,-1.60415,1,0,1,1,0,1,1,0,0,1,19.7,1,13.2,1,51.71,1,10.2,1,-0.38,1,9.2,1,35.37,39.52,22.13,2.96,1,38.5,37.32,22.39,1.76,1
ITF5,0,1,12.380952380952381,24,0,-1.42262,1,0,1,0,0,1,1,0,0,1,15.2,1,15.1,1,55.28,1,7,1,-5.19,1,7.8,1,35.37,39.52,22.13,2.96,1,38.5,37.32,22.39,1.76,1
ITF6,0,1,12.380952380952381,24,0,-1.68749,1,0,1,0,0,1,1,0,0,1,22.3,1,14,1,52.35,1,12.4,1,-2.49,1,11,1,35.37,39.52,22.13,2.96,1,38.5,37.32,22.39,1.76,1
ITG1,2,1,12.149532710280374,35.046728971962615,0,-1.58828,1,0,1,1,0,1,1,0,0,1,21,1,13.4,1,50.09,1,19.8,1,0.94,1,7.6,1,43.3,39.73,12.5,4.46,1,46.15,36.19,10.4,7.23,1
ITG2,1,1,12.149532710280374,35.046728971962615,0,-1.30733,1,1,0,1,0,1,0,1,0,1,17.5,1,14,1,59.36,1,16.2,1,-2.14,1,6.1,1,43.3,39.73,12.5,4.46,1,46.15,36.19,10.4,7.23,1
ITH1,1,1,18.991097922848667,32.93768545994065,0,1.004617,1,1,0,1,0,1,0,0,1,1,4.4,1,14.8,1,64.08,1,9.5,1,-3.57,1,6.5,1,45.88,35.12,17.4,1.58,1,43.98,33.13,20.23,2.63,1
ITH2,0,1,18.991097922848667,32.93768545994065,0,1.042672,1,1,0,0,0,1,0,0,1,1,6.5,1,16.6,1,67.71,1,10.6,1,-2.72,1,4.1,1,45.88,35.12,17.4,1.58,1,43.98,33.13,20.23,2.63,1
ITH3,2,1,18.991097922848667,32.93768545994065,0,-0.1856,1,1,0,1,0,1,0,0,1,1,7.6,1,14.9,1,59.93,1,10.1,1,2.49,1,3.2,1,45.88,35.12,17.4,1.58,1,43.98,33.13,20.23,2.63,1
ITH4,2,1,18.991097922848667,32.93768545994065,0,0.373486,1,1,0,1,0,1,0,0,1,1,7.7,1,17.3,1,62.15,1,10,1,-1.69,1,2.8,1,45.88,35.12,17.4,1.58,1,43.98,33.13,20.23,2.63,1
ITH5,2,1,18.991097922848667,32.93768545994065,0,-0.2172,1,1,0,1,0,1,0,0,1,1,8.4,1,17.8,1,60.78,1,17.8,1,3.2,1,3.4,1,45.88,35.12,17.4,1.58,1,43.98,33.13,20.23,2.63,1
ITI1,2,1,23.05764411027569,29.82456140350877,0,-0.53308,1,1,0,1,0,1,0,0,1,1,8.7,1,17,1,61.1,1,18.9,1,1.87,1,3.3,1,34.57,34.04,30.58,0.79,1,40.19,35.48,21.83,2.48,1
ITI2,0,1,23.05764411027569,29.82456140350877,0,-0.49475,1,1,0,0,0,1,0,0,1,1,10.3,1,20.2,1,62.98,1,14.9,1,-2.35,1,3.5,1,34.57,34.04,30.58,0.79,1,40.19,35.48,21.83,2.48,1
ITI3,1,1,23.05764411027569,29.82456140350877,0,-0.53503,1,1,0,0,0,1,0,0,1,1,10.9,1,18.3,1,60.65,1,7.9,1,-1.53,1,2.2,1,34.57,34.04,30.58,0.79,1,40.19,35.48,21.83,2.48,1
ITI4,0,1,23.05764411027569,29.82456140350877,0,-1.5116,1,1,1,1,0,1,0,0,1,1,12,1,21,1,60.13,1,55.2,1,6.29,1,1.9,1,34.57,34.04,30.58,0.79,1,40.19,35.48,21.83,2.48,1
LU00,1,1,57.35439289239882,45.01480750246792,1,1.320166,1,1,0,1,0,1,0,0,1,1,5.8,1,40.7,1,73.4,1,19,1,2.02,1,1.6,1,45.63,34.92,19.24,0.19,1,76.61,17.24,4.75,1.38,1
MT00,1,1,53.405725567620934,49.45705824284304,1,0.195095,1,0,1,1,0,1,0,1,0,1,6.4,1,18.9,1,60.08,1,7.6,1,-2.98,1,1.5,1,40.27,49.25,8.37,2.09,1,60.73,26.04,10.73,2.48,1
NL11,1,1,48.38709677419355,32.25806451612903,1,1.38978,1,1,0,1,0,1,0,0,1,1,8.2,1,33.1,1,80.55,1,1.9,1,1.77,1,2.5,1,30.76,40,26.15,3.07,1,34.72,30.55,33.33,1.38,1
NL12,2,1,53.84615384615385,41.75824175824176,1,1.428113,1,1,0,1,0,1,0,0,1,1,8.3,1,27.2,1,79.41,1,-1.3,1,0.78,1,3.8,1,31.5,41.09,26.02,1.36,1,38.96,40.25,19.48,1.29,1
NL23,0,1,37.878787878787875,31.818181818181817,1,1.276985,1,1,0,1,0,1,0,0,1,1,9.9,1,29.3,1,79.61,1,-2.5,1,0.11,1,2.4,1,33.8,32.39,32.39,1.4,1,41.66,26.66,28.33,3.33,1
NL31,0,1,69.93006993006993,51.048951048951054,1,1.425797,1,1,0,0,0,1,0,0,1,1,6.4,1,44.7,1,81.37,1,2.5,1,9.8,1,1,1,43.28,35.07,20.89,0.74,1,43.13,41.17,14.37,1.3,1
NL32,0,1,56.09137055837563,40.86294416243655,1,1.196079,1,1,0,0,0,1,0,0,1,1,7.2,1,39.2,1,80.95,1,3.6,1,9.25,1,1.3,1,33.66,40.14,25.93,0.24,1,44,41.01,14.74,0.23,1
NL33,2,1,46.994535519125684,34.97267759562842,1,1.367804,1,1,0,1,0,1,0,0,1,1,7.9,1,34.8,1,80.28,1,0.8,1,9.92,1,2.2,1,27.27,40.76,31.67,0.29,1,34.71,41.83,22.55,0.89,1
PL11,0,1,11.71875,31.25,1,-0.56333,1,0,1,0,0,1,1,0,0,1,11.1,1,23.5,1,54.71,1,-1.1,1,-3.56,1,13.8,1,42.18,50,6.25,1.56,1,50,17.96,17.96,14.06,1
PL12,2,1,28.865979381443296,51.546391752577314,1,-0.61361,1,0,1,1,0,1,0,0,1,1,8,1,35.4,1,57.85,1,2.9,1,-0.98,1,11.1,1,55.88,37.25,6.53,0.32,1,55.51,33.11,7.69,3.67,1
PL21,2,1,21.25,41.25,1,-0.3302,1,0,1,1,0,1,1,0,0,1,10.9,1,26.6,1,57.08,1,0.5,1,-3.23,1,13.3,1,51.87,37.5,8.12,2.5,1,56.32,31.6,6.89,5.17,1
PL22,2,1,30.87719298245614,44.21052631578947,1,-0.72232,1,0,1,1,0,1,1,0,0,1,9.7,1,24.4,1,53.79,1,-2.5,1,-2.95,1,11.5,1,51.94,41.34,6.36,0.35,1,63.38,28.52,4.92,3.16,1
PL31,2,1,17.59259259259259,37.03703703703704,1,-0.45841,1,0,1,1,0,1,1,0,0,1,10.3,1,25.5,1,57.84,1,-2.7,1,-4.6,1,27,1,48.14,45.37,2.77,3.7,1,55.2,20.83,15.62,8.33,1
PL33,0,1,20.3125,18.75,1,-0.50829,1,0,1,0,0,1,1,0,0,1,13,1,26,1,55.89,1,-2.1,1,-5.07,1,22.1,1,42.18,46.87,7.81,3.12,1,45.31,34.37,17.18,3.12,1
PL34,1,1,22.22222222222222,37.5,1,-0.15728,1,0,1,1,0,1,1,0,0,1,9.9,1,26.1,1,60.44,1,-2.4,1,-5.24,1,24.3,1,33.33,29.16,18.05,19.44,1,36.11,37.5,13.88,12.5,1
PL41,0,1,25.773195876288657,42.2680412371134,1,-0.43655,1,0,1,1,0,1,1,0,0,1,8.8,1,23.4,1,57.91,1,-0.2,1,-3.49,1,13.6,1,51.35,28.64,6.48,13.51,1,59.56,29.5,4.37,6.55,1
PL42,1,1,15.384615384615385,16.666666666666664,1,-0.31201,1,0,1,1,0,1,1,0,0,1,10.1,1,23.9,1,58.69,1,-0.9,1,-3.96,1,8.5,1,47.05,41.17,8.82,2.94,1,58.33,15.27,20.83,5.55,1
PL43,1,1,7.5,25,1,-0.1946,1,0,1,1,0,1,1,0,0,1,9.7,1,20.6,1,56.53,1,-1.7,1,-5.55,1,9.1,1,30,57.5,7.5,5,1,35,25,32.5,7.5,1
PL51,2,1,11.29032258064516,38.70967741935484,1,-0.72797,1,0,1,1,0,1,1,0,0,1,11.3,1,25.1,1,56.41,1,-0.3,1,-2.71,1,8.3,1,55.64,29.83,11.29,3.22,1,61.36,26.51,7.57,4.54,1
PL62,1,1,10.638297872340425,26.595744680851062,1,-0.26553,1,0,1,1,0,1,1,0,0,1,11.4,1,20.7,1,57.46,1,-3,1,-5.38,1,13,1,36.9,46.42,13.09,3.57,1,61.45,32.29,3.12,3.12,1
PT11,2,1,28.10539523212045,42.659974905897116,1,-0.12141,1,0,1,1,1,1,1,0,0,1,17.1,1,16.5,1,60.16,1,-4.3,1,-1.83,1,9.9,1,48.19,35.18,13.01,3.61,1,49.44,37.26,12.79,0.49,1
PT16,2,1,13.863636363636363,33.63636363636363,1,0.049318,1,0,1,1,1,1,1,0,0,1,11.4,1,17,1,61.05,1,-2.7,1,-2.81,1,14.8,1,45.89,37.68,15.45,0.96,1,33.1,50.33,15.65,0.89,1
PT17,0,1,27.42857142857143,50.476190476190474,1,-0.06332,1,1,1,1,1,1,0,0,1,1,18.5,1,27,1,63.99,1,-4.2,1,8.27,1,1.6,1,37.4,46.24,14.09,2.25,1,62.74,26.73,10.16,0.35,1
PT18,2,1,24.571428571428573,34.285714285714285,1,1.004471,1,0,1,1,1,1,1,0,0,1,16.9,1,15.6,1,58.2,1,-0.7,1,-5.4,1,15.1,1,31.95,36.68,26.03,5.32,1,30.91,44.44,21.73,2.89,1
RO11,2,1,31.439393939393938,53.03030303030303,1,-1.62984,1,0,1,1,0,1,1,0,0,1,4.1,1,14.2,1,48.67,1,0.8,1,-5.04,1,28.5,1,55.73,31.62,9.09,3.55,1,58.36,28.4,8.94,4.28,1
RO12,0,1,17.28395061728395,61.72839506172839,1,-1.06367,1,0,1,0,0,1,1,0,0,1,9.5,1,14.3,1,49.46,1,-0.4,1,-5.72,1,14.7,1,51.52,39.69,6.87,1.9,1,72.48,14.72,8.91,3.87,1
RO22,2,1,28.86178861788618,56.50406504065041,1,-1.93103,1,0,1,1,0,1,1,0,0,1,9.5,1,12.4,1,42.89,1,-1.6,1,-7.1,1,30.5,1,56.02,29.43,12.76,1.77,1,50.19,32.18,13.02,4.59,1
RO31,2,1,22.64808362369338,45.99303135888502,1,-1.47761,1,0,1,1,0,1,1,0,0,1,9.5,1,11.4,1,41.82,1,-2.2,1,-7.37,1,32.9,1,52.15,34.17,7.19,6.47,1,55.67,29.3,11.35,3.66,1
RO41,2,1,23.076923076923077,48.41628959276018,1,-1.65895,1,0,1,1,0,1,1,0,0,1,7,1,14.3,1,46.32,1,-2.1,1,-7.04,1,49.8,1,54.43,31.64,9.7,4.21,1,59.9,17.92,17.45,4.71,1
RO42,2,1,21.53846153846154,51.28205128205128,1,-1.59094,1,0,1,1,0,1,1,0,0,1,5.2,1,14.2,1,50.07,1,0.5,1,-5.36,1,22.5,1,53.69,37.43,7.88,0.98,1,54.18,34.97,9.35,1.47,1
SE11,1,1,55.51181102362205,44.29133858267716,1,1.535958,0,1,0,1,0,1,0,0,1,1,6.9,1,45.7,1,79.9,1,10.1,1,6.28,1,0.5,1,38.97,32.12,28.51,0.38,1,49.38,36.5,11.64,2.46,1
SE12,2,1,48.986486486486484,36.82432432432432,1,1.535958,0,1,0,1,0,1,0,0,1,1,8.8,1,35.1,1,80.16,1,8.1,1,1.89,1,2.6,1,37.61,31.66,29.15,1.56,1,50.62,31.98,15.21,2.17,1
SE23,1,1,48.53932584269663,41.79775280898876,1,1.50937,0,1,0,1,0,1,0,0,1,1,8,1,36.5,1,79.46,1,6.6,1,2.34,1,2,1,30.99,36.19,32.57,0.22,1,46.58,33.64,16.94,2.82,1
SE31,1,1,39.23076923076923,30.76923076923077,1,1.379972,0,1,0,1,0,1,0,0,1,1,8.8,1,27.4,1,78.64,1,5.1,1,-1.44,1,3.2,1,30.76,40,28.46,0.76,1,43.79,30.65,23.35,2.18,1
SE33,1,1,58.730158730158735,31.746031746031743,1,1.379972,0,1,0,1,0,1,0,0,1,1,7.2,1,35.4,1,82.33,1,3.5,1,-0.01,1,4.6,1,21.25,51.18,25.98,1.57,1,45,36.66,15.83,2.5,1
SK01,1,1,27.403846153846157,40.86538461538461,1,-0.64619,1,1,1,1,1,1,0,0,1,1,6.4,1,37.5,1,62.59,1,6.9,1,6.42,1,0.8,1,34.51,44.24,20.79,0.44,1,48.89,38.32,9.69,3.08,1
SK02,1,1,38.481675392670155,34.94764397905759,1,-0.43395,1,0,1,1,1,1,1,0,0,1,11.7,1,16.6,1,56.64,1,0.4,1,-3.86,1,4.5,1,24.02,41.16,34.02,0.77,1,46.05,35.96,14.1,3.88,1
SK03,1,1,33.61522198731501,43.76321353065539,1,-0.44375,1,0,1,1,1,1,1,0,0,1,16.8,1,18.8,1,57.46,1,-0.8,1,-4.74,1,4.8,1,32.85,45.71,20,1.42,1,47.13,35.65,15.36,1.84,1
SK04,1,1,32.88364249578415,35.24451939291737,1,-0.70736,1,0,1,1,1,1,1,0,0,1,18.5,1,17.5,1,54.93,1,-1,1,-4.06,1,3.6,1,27.55,50.95,20.62,0.86,1,44.29,40.1,12.75,2.85,1
UKC1,0,1,17.97752808988764,13.48314606741573,0,0.704738,0,1,0,0,0,1,0,1,0,1,10.9,1,27.4,1,72.3,1,2.3,1,-1.35,1,1.5,1,9.33,48,30.66,12,1,30.58,34.11,34.11,1.17,1
UKC2,0,1,17.97752808988764,13.48314606741573,0,0.704738,0,1,0,0,0,1,0,0,1,1,9.2,1,31.5,1,72.88,1,2.3,1,-0.38,1,1.7,1,9.33,48,30.66,12,1,30.58,34.11,34.11,1.17,1
UKD1,0,1,24.596774193548388,17.338709677419356,0,0.852965,0,1,0,0,0,1,0,1,0,1,5.1,1,34.4,1,72.21,1,1.2,1,-2.25,1,2.3,1,17.62,41.8,35.24,5.32,1,41.6,28.4,26.4,3.6,1
UKD3,0,1,24.596774193548388,17.338709677419356,0,0.852965,0,1,0,0,0,1,0,0,1,1,9.4,1,36.1,1,72.08,1,1.3,1,6.62,1,0.3,1,17.62,41.8,35.24,5.32,1,41.6,28.4,26.4,3.6,1
UKD4,0,1,24.596774193548388,17.338709677419356,0,0.852965,0,1,0,0,0,1,0,1,0,1,7.2,1,32.2,1,73.02,1,0.9,1,0.08,1,1,1,17.62,41.8,35.24,5.32,1,41.6,28.4,26.4,3.6,1
UKD6,0,1,24.596774193548388,17.338709677419356,0,0.852965,0,1,0,0,0,1,0,0,1,1,5.2,1,43.8,1,73.03,1,3.6,1,2.82,1,1.7,1,17.62,41.8,35.24,5.32,1,41.6,28.4,26.4,3.6,1
UKD7,0,1,24.596774193548388,17.338709677419356,0,0.852965,0,1,0,0,0,1,0,1,0,1,8.9,1,30.9,1,71.58,1,0.4,1,1.5,1,0.7,1,17.62,41.8,35.24,5.32,1,41.6,28.4,26.4,3.6,1
UKE1,0,1,29.015544041450774,26.42487046632124,0,0.935642,0,1,0,0,0,1,0,1,0,1,8.3,1,29.1,1,70.01,1,2.6,1,-2.23,1,2.6,1,31.81,32.82,30.3,5.05,1,36.75,36.21,24.32,2.7,1
UKE2,0,1,29.015544041450774,26.42487046632124,0,0.935642,0,1,0,0,0,1,0,0,1,1,4.4,1,44.3,1,74.11,1,4.5,1,-2.51,1,3.4,1,31.81,32.82,30.3,5.05,1,36.75,36.21,24.32,2.7,1
UKE3,0,1,29.015544041450774,26.42487046632124,0,0.935642,0,1,0,0,0,1,0,1,0,1,10.5,1,30.6,1,71.03,1,2.5,1,1.01,1,1.3,0,31.81,32.82,30.3,5.05,1,36.75,36.21,24.32,2.7,1
UKE4,0,1,29.015544041450774,26.42487046632124,0,0.935642,0,1,0,0,0,1,0,0,1,1,9.3,1,34.4,1,71.22,1,2.6,1,2.43,1,0.5,1,31.81,32.82,30.3,5.05,1,36.75,36.21,24.32,2.7,1
UKF1,0,1,29.333333333333332,20.666666666666668,0,0.688921,0,1,0,0,0,1,0,0,1,1,7.2,1,35.8,1,72.76,1,3.8,1,-1.01,1,1.1,1,22.97,41.21,35.13,0.67,1,35.97,40.28,23.02,0.71,1
UKF2,0,1,29.333333333333332,20.666666666666668,0,0.688921,0,1,0,0,0,1,0,0,1,1,7.8,1,36.7,1,73.18,1,3.9,1,1.02,1,1,1,22.97,41.21,35.13,0.67,1,35.97,40.28,23.02,0.71,1
UKF3,0,1,29.333333333333332,20.666666666666668,0,0.688921,0,1,0,0,0,1,0,1,0,1,6.4,1,31.3,1,71.39,1,7.4,1,-1.35,1,5.6,1,22.97,41.21,35.13,0.67,1,35.97,40.28,23.02,0.71,1
UKG1,0,1,34.57446808510639,20.212765957446805,0,0.6551,0,1,0,0,0,1,0,0,1,1,5.1,1,40.1,1,71.54,1,3.6,1,0.82,1,1.2,1,27.22,26.66,42.77,3.33,1,40,31.89,27.56,0.54,1
UKG2,0,1,34.57446808510639,20.212765957446805,0,0.6551,0,1,0,0,0,1,0,1,0,1,6.2,1,31,1,70.54,1,2.9,1,-0.48,1,2,1,27.22,26.66,42.77,3.33,1,40,31.89,27.56,0.54,1
UKG3,0,1,34.57446808510639,20.212765957446805,0,0.6551,0,1,0,0,0,1,0,0,1,1,13,1,29.8,1,68.99,1,1.6,1,3.34,1,0.4,1,27.22,26.66,42.77,3.33,1,40,31.89,27.56,0.54,1
UKH1,2,1,38.578680203045685,28.934010152284262,0,0.906543,0,1,0,1,0,1,0,0,1,1,6.2,1,37.6,1,73.06,1,5.6,1,0.38,1,1.8,1,29.41,26.73,41.17,2.67,1,42.57,35.14,20.79,1.48,1
UKH2,0,1,38.578680203045685,28.934010152284262,0,0.906543,0,1,0,0,0,1,0,0,1,1,5.6,1,41.6,1,74.7,1,5.6,1,2,1,0.7,1,29.41,26.73,41.17,2.67,1,42.57,35.14,20.79,1.48,1
UKH3,1,1,38.578680203045685,28.934010152284262,0,0.906543,0,1,0,1,0,1,0,0,1,1,6.3,1,31.3,1,71.88,1,5.3,1,-0.73,1,0.7,1,29.41,26.73,41.17,2.67,1,42.57,35.14,20.79,1.48,1
UKI3,0,1,50.187265917603,37.07865168539326,0,1.00291,0,1,0,0,0,1,0,0,1,1,6.8,1,68.2,1,72.35,1,2.4,1,11.12,1,0.8,1,37.5,39.64,17.5,5.35,1,62.82,27.13,8.17,1.85,1
UKI4,0,1,50.187265917603,37.07865168539326,0,1.00291,0,1,0,0,0,1,0,0,1,1,9.8,1,58.4,1,72.35,1,2.4,1,11.12,1,0.3,0,37.5,39.64,17.5,5.35,1,62.82,27.13,8.17,1.85,1
UKI5,0,1,50.187265917603,37.07865168539326,0,1.00291,0,1,0,0,0,1,0,0,1,1,9.5,1,42.9,1,73.28,1,4.1,1,8.22,1,0.3,0,37.5,39.64,17.5,5.35,1,62.82,27.13,8.17,1.85,1
UKI6,0,1,50.187265917603,37.07865168539326,0,1.00291,0,1,0,0,0,1,0,0,1,1,7.4,1,51.7,1,73.28,1,4.1,1,8.22,1,0.3,0,37.5,39.64,17.5,5.35,1,62.82,27.13,8.17,1.85,1
UKI7,0,1,50.187265917603,37.07865168539326,0,1.00291,0,1,0,0,0,1,0,0,1,1,8.4,1,52.3,1,73.28,1,4.1,1,8.22,1,0.3,0,37.5,39.64,17.5,5.35,1,62.82,27.13,8.17,1.85,1
UKJ1,0,1,32.68608414239482,23.624595469255663,0,1.061881,0,1,0,0,0,1,0,0,1,1,5.2,1,48.5,1,75.05,1,3.2,1,4.65,1,1,1,22.45,34.03,40,3.5,1,35.15,36.51,26.62,1.7,1
UKJ2,2,1,32.68608414239482,23.624595469255663,0,1.061881,0,1,0,1,0,1,0,0,1,1,5.5,1,44.2,1,74.43,1,6.5,1,3.45,1,0.9,1,22.45,34.03,40,3.5,1,35.15,36.51,26.62,1.7,1
UKJ3,1,1,32.68608414239482,23.624595469255663,0,1.061881,0,1,0,1,0,1,0,0,1,1,5.7,1,42.1,1,75.31,1,4.8,1,1.49,1,0.8,1,22.45,34.03,40,3.5,1,35.15,36.51,26.62,1.7,1
UKJ4,1,1,32.68608414239482,23.624595469255663,0,1.061881,0,1,0,1,0,1,0,0,1,1,7.6,1,35.3,1,71.98,1,5.9,1,0.23,1,1.7,1,22.45,34.03,40,3.5,1,35.15,36.51,26.62,1.7,1
UKK1,0,1,37.80487804878049,19.51219512195122,0,0.522235,0,1,0,0,0,1,0,0,1,1,6.2,1,40.8,1,74.06,1,5.7,1,2.87,1,1.6,1,20.85,34.96,40.49,3.68,1,33.13,40.23,23.66,2.95,1
UKK2,2,1,37.80487804878049,19.51219512195122,0,0.522235,0,1,0,1,0,1,0,0,1,1,5.4,1,38.6,1,74.51,1,6.8,1,-1.17,1,1.5,1,20.85,34.96,40.49,3.68,1,33.13,40.23,23.66,2.95,1
UKK3,1,1,37.80487804878049,19.51219512195122,0,0.522235,0,0,1,1,0,1,1,0,0,1,5.6,1,32.7,1,73.26,1,9.5,1,-5.22,1,5,1,20.85,34.96,40.49,3.68,1,33.13,40.23,23.66,2.95,1
UKK4,1,1,37.80487804878049,19.51219512195122,0,0.522235,0,1,0,1,0,1,0,1,0,1,7,1,35.6,1,74.7,1,5.5,1,-2.19,1,1.6,1,20.85,34.96,40.49,3.68,1,33.13,40.23,23.66,2.95,1
UKL1,2,1,29.896907216494846,27.835051546391753,0,0.38925,0,0,1,1,0,1,1,0,0,1,7.8,1,33.5,1,71.87,1,4.1,1,-0.89,1,1.7,1,31.53,29.72,33.33,5.4,1,36.55,32.25,27.95,3.22,1
UKL2,0,1,29.896907216494846,27.835051546391753,0,0.38925,0,1,0,0,0,1,0,0,1,1,7.4,1,40.4,1,72.21,1,6.6,1,-2.03,1,1.8,1,31.53,29.72,33.33,5.4,1,36.55,32.25,27.95,3.22,1
UKM2,0,1,22.085889570552148,20.245398773006134,0,0.614953,0,1,0,0,0,1,0,0,1,1,7.3,1,47.8,1,74.87,1,4.9,1,-0.91,1,2.6,1,27.77,43.2,27.16,1.85,1,43.55,30.06,23.31,3.06,1
UKM3,2,1,22.085889570552148,20.245398773006134,0,0.614953,0,1,0,1,0,1,0,0,1,1,8.2,1,40.8,1,72.88,1,1,1,-1.17,1,1.2,1,27.77,43.2,27.16,1.85,1,43.55,30.06,23.31,3.06,1
UKM5,0,1,22.085889570552148,20.245398773006134,0,0.614953,0,1,0,0,0,1,0,0,1,1,4.8,1,43.5,1,74.73,1,6,1,-3.14,1,14.1,1,27.77,43.2,27.16,1.85,1,43.55,30.06,23.31,3.06,1
UKM6,2,1,22.085889570552148,20.245398773006134,0,0.614953,0,0,1,1,0,1,0,1,0,1,5.6,1,42.5,1,73.57,1,1.7,1,-3.94,1,7.4,1,27.77,43.2,27.16,1.85,1,43.55,30.06,23.31,3.06,1
UKN0,2,1,28.1198003327787,24.625623960066555,1,0.731184,1,1,0,1,0,1,0,1,0,1,7.5,1,32.5,1,73.18,1,0.7,1,-2.88,1,4.1,1,33.05,36.71,24.25,5.98,1,33.22,47.5,15.61,3.65,1
